Analyst 21,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 22,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 23,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 24,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 25,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 26,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 27,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 28,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 29,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 30,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 31,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 32,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 33,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 34,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 35,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 36,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 37,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 38,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 39,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 40,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments
124,T21-K4YA ,Quinine ,Quinine ,Quinine,,,,,30339,20/8/2018,,,124,T22-1MFM ,Quinine ,Quinine ,Quinine,,,,,30081,14/8/2018,,,124,T23-IVLB ,Quinine ,Quinine ,Quinine,,,,,35451,27/8/2018,,,124,T24-IG3V ,Quinine ,Quinine ,Quinine,,,,,36012,9/8/2018,,,124,T25-223D ,Quinine ,Quinine ,Quinine,,,,,36223,5/9/2018,,,124,T26-R7FW ,Quinine ,Quinine ,Quinine,,,,,34351,10/8/2018,,,124,T27-Q4CE ,Quinine ,Quinine ,Quinine,,,,,35532,3/9/2018,,,124,T28-W6N6 ,Quinine ,Quinine ,Quinine,,,,,31900,7/9/2018,,,124,T29-D4SH ,Quinine ,Quinine ,Quinine,,,,,34005,20/8/2018,,,124,T30-PLDA ,Quinine ,Quinine,Quinine,,,,,33987,3/9/2018,,,124,T31-5F8W ,Quinine ,Quinine,Quinine,,,,,34033,20/9/2018,,,124,T32-EQ9E ,Quinine ,Quinine ,Quinine,,,,,32947,18/8/2018,,,124,T33-3AGW ,Quinine ,Quinine ,Quinine,,,,,34792,12/8/2018,,,124,T34-I5CS ,Quinine ,Quinine ,Quinine,,,,,34911,4/9/2018,,,124,T35-LLAO ,Quinine ,Quinine ,Quinine,,,,,32734,6/9/2018,,,124,T36-XDJN ,Quinine ,Quinine ,Quinine,,,,,34687,19/8/2018,,,124,T37-CZD5 ,Quinine ,Quinine,Quinine,,,,,35745,13/9/2018,,,124,T38-XT74 ,Quinine ,Quinine,Quinine,,,,,34574,4/9/2018,,,124,T39-C7HT ,Quinine ,Quinine,Quinine,,,,,33887,21/8/2018,,,124,T40-45CO ,Quinine ,Quinine,Quinine,,,,,30368,20/8/2018,
125,T21-0ON8 ,Quinine ,Quinine ,Quinine,,,,,30137,18/9/2018,,,125,T22-EW0Z ,Quinine ,Quinine ,Quinine,,,,,35063,8/8/2018,,,125,T23-MXKQ ,Quinine ,Quinine ,Quinine,,,,,31650,4/9/2018,,,125,T24-IAC2 ,Quinine ,Quinine ,Quinine,,,,,32719,9/8/2018,,,125,T25-3OMT ,Quinine ,Quinine ,Quinine,,,,,30533,9/9/2018,,,125,T26-G5G4 ,Quinine ,Quinine ,Quinine,,,,,34350,10/8/2018,,,125,T27-EQTD ,Quinine ,Quinine ,Quinine,,,,,30077,20/8/2018,,,125,T28-9NEN ,Quinine ,Quinine ,Quinine,,,,,34327,8/9/2018,,,125,T29-399G ,Quinine ,Quinine ,Quinine,,,,,34007,20/8/2018,,,125,T30-NDDR ,Quinine ,Quinine,Quinine,,,,,34939,21/9/2018,,,125,T31-8NUM ,Quinine ,Quinine,Quinine,,,,,32463,31/8/2018,,,125,T32-WR82 ,Quinine ,Quinine ,Quinine,,,,,36310,10/9/2018,,,125,T33-HVPN ,Quinine ,Quinine ,Quinine,,,,,32200,4/9/2018,,,125,T34-E843 ,Quinine ,Quinine ,Quinine,,,,,34884,4/9/2018,,,125,T35-UVFW ,Quinine ,Quinine ,Quinine,,,,,36250,30/8/2018,,,125,T36-Z1DA ,Quinine ,Quinine ,Quinine,,,,,34680,19/8/2018,,,125,T37-PALP ,Quinine ,Quinine,Quinine,,,,,35748,13/9/2018,,,125,T38-OLGY ,Quinine ,Quinine,Quinine,,,,,34570,4/9/2018,,,125,T39-C16D ,Quinine ,Quinine,Quinine,,,,,30771,29/9/2018,,,125,T40-N2UB ,Quinine ,Quinine,Quinine,,,,,33691,9/9/2018,
126,T21-I5GD ,Quinine ,Quinine ,Quinine,,,,,34899,23/8/2018,,,126,T22-I07H ,Quinine ,Quinine ,Quinine,,,,,35062,8/8/2018,,,126,T23-YN4V ,Quinine ,Quinine ,Quinine,,,,,35444,26/8/2018,,,126,T24-EHVF ,Quinine ,Quinine ,Quinine,,,,,29743,24/8/2018,,,126,T25-FR03 ,Quinine ,Quinine ,Quinine,,,,,30529,9/9/2018,,,126,T26-V4EY ,Quinine ,Quinine ,Quinine,,,,,35208,14/8/2018,,,126,T27-QBMB ,Quinine ,Quinine ,Quinine,,,,,29851,20/8/2018,,,126,T28-LGP9 ,Quinine ,Quinine ,Quinine,,,,,31414,14/8/2018,,,126,T29-7JKT ,Quinine ,Quinine ,Quinine,,,,,30567,14/9/2018,,,126,T30-JUNW ,Quinine ,Quinine,Quinine,,,,,34943,21/9/2018,,,126,T31-L1L8 ,Quinine ,Quinine,Quinine,,,,,34032,20/9/2018,,,126,T32-Y1RF ,Quinine ,Quinine ,Quinine,,,,,32589,4/9/2018,,,126,T33-6TUY ,Quinine ,Quinine ,Quinine,,,,,32209,4/9/2018,,,126,T34-02RY ,Quinine ,Quinine ,Quinine,,,,,34910,4/9/2018,,,126,T35-MSAL ,Quinine ,Quinine ,Quinine,,,,,32752,6/9/2018,,,126,T36-B7FV ,Quinine ,Quinine ,Quinine,,,,,31995,22/9/2018,,,126,T37-BHWF ,Quinine ,Quinine,Quinine,,,,,35747,13/9/2018,,,126,T38-G5K2 ,Quinine ,Quinine,Quinine,,,,,35464,15/8/2018,,,126,T39-JNXN ,Quinine ,Quinine,Quinine,,,,,33880,13/9/2018,,,126,T40-KSE1 ,Quinine ,Quinine,Quinine,,,,,32490,21/9/2018,
127,T21-GC23 ,Quinine ,Quinine ,Quinine,,,,,30341,20/8/2018,,,127,T22-IBFY ,Quinine ,Quinine ,Quinine,,,,,29403,11/8/2018,,,127,T23-PAN0 ,Quinine ,Quinine ,Quinine,,,,,35441,27/8/2018,,,127,T24-V138 ,Quinine ,Quinine ,Quinine,,,,,36033,9/8/2018,,,127,T25-W0KQ ,Quinine ,Quinine ,Quinine,,,,,31864,19/8/2018,,,127,T26-5RE8 ,Quinine ,Quinine ,Quinine,,,,,32799,4/9/2018,,,127,T27-5MYP ,Quinine ,Quinine ,Quinine,,,,,36321,4/9/2018,,,127,T28-I836 ,Quinine ,Quinine ,Quinine,,,,,30481,12/8/2018,,,127,T29-OOE0 ,Quinine ,Quinine ,Quinine,,,,,34006,20/8/2018,,,127,T30-VTND ,Quinine ,Quinine,Quinine,,,,,34938,21/9/2018,,,127,T31-QFE3 ,Quinine ,Quinine,Quinine,,,,,30333,20/8/2018,,,127,T32-HFRK ,Quinine ,Quinine ,Quinine,,,,,35015,4/9/2018,,,127,T33-HAZD ,Quinine ,Quinine ,Quinine,,,,,34793,12/8/2018,,,127,T34-HJWM ,Quinine ,Quinine ,Quinine,,,,,34880,4/9/2018,,,127,T35-VLRQ ,Quinine ,Quinine ,Quinine,,,,,36247,2/9/2018,,,127,T36-F0EX ,Quinine ,Quinine ,Quinine,,,,,33831,5/9/2018,,,127,T37-DDBL ,Quinine ,Quinine,Quinine,,,,,35744,13/9/2018,,,127,T38-6J46 ,Quinine ,Quinine,Quinine,,,,,35476,15/8/2018,,,127,T39-81J4 ,Quinine ,Quinine,Quinine,,,,,30774,29/9/2018,,,127,T40-L4P8 ,Quinine ,Quinine,Quinine,,,,,32491,21/9/2018,
128,T21-VWFY ,Quinine ,Quinine ,Quinine,,,,,34902,23/8/2018,,,128,T22-965E ,Quinine ,Quinine ,Quinine,,,,,29401,13/8/2018,,,128,T23-JKLJ ,Quinine ,Quinine ,Quinine,,,,,30102,14/8/2018,,,128,T24-IERM ,Quinine ,Quinine ,Quinine,,,,,36034,10/8/2018,,,128,T25-ZDS4 ,Quinine ,Quinine ,Quinine,,,,,36238,5/9/2018,,,128,T26-GWSP ,Quinine ,Quinine ,Quinine,,,,,32806,3/9/2018,,,128,T27-F7Q8 ,Quinine ,Quinine ,Quinine,,,,,36333,6/9/2018,,,128,T28-Y5IG ,Quinine ,Quinine ,Quinine,,,,,31898,7/9/2018,,,128,T29-LZ4Z ,Quinine ,Quinine ,Quinine,,,,,34187,31/8/2018,,,128,T30-VYU7 ,Quinine ,Quinine,Quinine,,,,,35386,20/8/2018,,,128,T31-QS0H ,Quinine ,Quinine,Quinine,,,,,30394,20/8/2018,,,128,T32-U411 ,Quinine ,Quinine ,Quinine,,,,,30019,18/8/2018,,,128,T33-SA4N ,Quinine ,Quinine ,Quinine,,,,,32197,4/9/2018,,,128,T34-6UF5 ,Quinine ,Quinine ,Quinine,,,,,33817,16/8/2018,,,128,T35-TH5L ,Quinine ,Quinine ,Quinine,,,,,36244,30/8/2018,,,128,T36-I5G2 ,Quinine ,Quinine ,Quinine,,,,,34648,17/8/2018,,,128,T37-8PCI ,Quinine ,Quinine,Quinine,,,,,34760,26/8/2018,,,128,T38-M6S0 ,Quinine ,Quinine,Quinine,,,,,30239,25/9/2018,,,128,T39-UJA4 ,Quinine ,Quinine,Quinine,,,,,30772,29/9/2018,,,128,T40-ASMW ,Quinine ,Quinine,Quinine,,,,,33689,9/9/2018,
129,T21-YCTD ,Quinine ,Quinine ,Quinine,,,,,31749,10/8/2018,,,129,T22-G9QU ,Quinine ,Quinine ,Quinine,,,,,30040,14/8/2018,,,129,T23-EOFS ,Quinine ,Quinine ,Quinine,,,,,32016,4/9/2018,,,129,T24-G78S ,Quinine ,Quinine ,Quinine,,,,,29845,24/8/2018,,,129,T25-9IKR ,Quinine ,Quinine ,Quinine,,,,,36233,5/9/2018,,,129,T26-655X ,Quinine ,Quinine ,Quinine,,,,,35210,14/8/2018,,,129,T27-P5BW ,Quinine ,Quinine ,Quinine,,,,,29792,3/9/2018,,,129,T28-VDQZ ,Quinine ,Quinine ,Quinine,,,,,30488,12/8/2018,,,129,T29-ABSH ,Quinine ,Quinine ,Quinine,,,,,34013,20/8/2018,,,129,T30-5E5N ,Quinine ,Quinine,Quinine,,,,,33986,3/9/2018,,,129,T31-AJEF ,Quinine ,Quinine,Quinine,,,,,30084,31/8/2018,,,129,T32-SATH ,Quinine ,Quinine ,Quinine,,,,,36311,11/9/2018,,,129,T33-FWIH ,Quinine ,Quinine ,Quinine,,,,,32211,4/9/2018,,,129,T34-9UUB ,Quinine ,Quinine ,Quinine,,,,,34883,4/9/2018,,,129,T35-CBAP ,Quinine ,Quinine ,Quinine,,,,,32743,5/9/2018,,,129,T36-IRDZ ,Quinine ,Quinine ,Quinine,,,,,35418,19/8/2018,,,129,T37-V9X1 ,Quinine ,Quinine,Quinine,,,,,35738,13/9/2018,,,129,T38-2X2G ,Quinine ,Quinine,Quinine,,,,,34562,4/9/2018,,,129,T39-BIAW ,Quinine ,Quinine,Quinine,,,,,30775,29/9/2018,,,129,T40-VAZP ,Quinine ,Quinine,Quinine,,,,,34819,20/8/2018,
130,T21-QBZL ,Quinine ,Quinine ,Quinine,,,,,35365,9/8/2018,,,130,T22-BA5M ,Quinine ,Quinine ,Quinine,,,,,29407,13/8/2018,,,130,T23-H8CW ,Quinine ,Quinine ,Quinine,,,,,30090,11/8/2018,,,130,T24-E1O6 ,Quinine ,Quinine ,Quinine,,,,,32723,9/8/2018,,,130,T25-P0GD ,Quinine ,Quinine ,Quinine,,,,,36219,5/9/2018,,,130,T26-DLV0 ,Quinine ,Quinine ,Quinine,,,,,32804,3/9/2018,,,130,T27-8TE5 ,Quinine ,Quinine ,Quinine,,,,,35533,3/9/2018,,,130,T28-V6VC ,Quinine ,Quinine ,Quinine,,,,,29829,12/8/2018,,,130,T29-GK3N ,Quinine ,Quinine ,Quinine,,,,,31849,14/9/2018,,,130,T30-0PJU ,Quinine ,Quinine,Quinine,,,,,33951,3/9/2018,,,130,T31-G3C1 ,Quinine ,Quinine,Quinine,,,,,31675,20/9/2018,,,130,T32-OVWO ,Quinine ,Quinine ,Quinine,,,,,36304,11/9/2018,,,130,T33-C2CQ ,Quinine ,Quinine ,Quinine,,,,,34634,12/8/2018,,,130,T34-ECPD ,Quinine ,Quinine ,Quinine,,,,,34885,4/9/2018,,,130,T35-S7NR ,Quinine ,Quinine ,Quinine,,,,,31983,12/9/2018,,,130,T36-OYM4 ,Quinine ,Quinine ,Quinine,,,,,34789,18/8/2018,,,130,T37-N5MH ,Quinine ,Quinine,Quinine,,,,,35750,13/9/2018,,,130,T38-S8I5 ,Quinine ,Quinine,Quinine,,,,,34571,4/9/2018,,,130,T39-KBI8 ,Quinine ,Quinine,Quinine,,,,,30793,29/9/2018,,,130,T40-DDN8 ,Quinine ,Quinine,Quinine,,,,,30372,20/8/2018,
131,T21-AJLM ,Quinine ,Quinine ,Quinine,,,,,30141,18/9/2018,,,131,T22-NGF8 ,Quinine ,Quinine ,Quinine,,,,,29405,11/8/2018,,,131,T23-FKJ1 ,Quinine ,Quinine ,Quinine,,,,,35442,25/8/2018,,,131,T24-V8BQ ,Quinine ,Quinine ,Quinine,,,,,29847,24/8/2018,,,131,T25-748H ,Quinine ,Quinine ,Quinine,,,,,36217,5/9/2018,,,131,T26-LN1C ,Quinine ,Quinine ,Quinine,,,,,31769,9/9/2018,,,131,T27-DXIP ,Quinine ,Quinine ,Quinine,,,,,35512,3/9/2018,,,131,T28-VB0R ,Quinine ,Quinine ,Quinine,,,,,31901,7/9/2018,,,131,T29-ORL9 ,Quinine ,Quinine ,Quinine,,,,,34017,20/8/2018,,,131,T30-LYIW ,Quinine ,Quinine,Quinine,,,,,34951,21/9/2018,,,131,T31-XJHD ,Quinine ,Quinine,Quinine,,,,,30397,20/8/2018,,,131,T32-OJVH ,Quinine ,Quinine ,Quinine,,,,,32775,4/9/2018,,,131,T33-9UQ2 ,Quinine ,Quinine ,Quinine,,,,,32215,4/9/2018,,,131,T34-YV69 ,Quinine ,Quinine ,Suspicious,D,,,,33750,16/8/2018,,,131,T35-NPI9 ,Quinine ,Quinine ,Quinine,,,,,32732,5/9/2018,,,131,T36-QW09 ,Quinine ,Quinine ,Quinine,,,,,36371,19/8/2018,,,131,T37-XLLW ,Quinine ,Quinine,Quinine,,,,,33610,18/8/2018,,,131,T38-MZI5 ,Quinine ,Quinine,Quinine,,,,,35484,15/8/2018,,,131,T39-1QK6 ,Quinine ,Quinine,Quinine,,,,,33883,21/8/2018,,,131,T40-I2DA ,Quinine ,Quinine,Quinine,,,,,32469,21/9/2018,
132,T21-M53Y ,Quinine ,Quinine ,Quinine,,,,,30343,20/8/2018,,,132,T22-GS5X ,Quinine ,Quinine ,Quinine,,,,,32106,27/8/2018,,,132,T23-1Y89 ,Quinine ,Quinine ,Quinine,,,,,30091,10/8/2018,,,132,T24-DXQB ,Quinine ,Quinine ,Quinine,,,,,32408,24/8/2018,,,132,T25-2XEU ,Quinine ,Quinine ,Quinine,,,,,36236,5/9/2018,,,132,T26-GVZI ,Quinine ,Quinine ,Quinine,,,,,34330,16/8/2018,,,132,T27-T17H ,Quinine ,Quinine ,Quinine,,,,,36289,4/9/2018,,,132,T28-YAZT ,Quinine ,Quinine ,Quinine,,,,,31916,14/8/2018,,,132,T29-WPQ4 ,Quinine ,Quinine ,Quinine,,,,,31855,14/9/2018,,,132,T30-VAB3 ,Quinine ,Quinine,Quinine,,,,,34936,3/9/2018,,,132,T31-GM2V ,Quinine ,Quinine,Quinine,,,,,30393,20/8/2018,,,132,T32-JRHC ,Quinine ,Quinine ,Quinine,,,,,32587,4/9/2018,,,132,T33-F7ON ,Quinine ,Quinine ,Quinine,,,,,32208,4/9/2018,,,132,T34-NPKJ ,Quinine ,Quinine ,Quinine,,,,,34882,4/9/2018,,,132,T35-G4Y2 ,Quinine ,Quinine ,Quinine,,,,,36251,30/8/2018,,,132,T36-O14G ,Quinine ,Quinine ,Quinine,,,,,33844,6/9/2018,,,132,T37-MLPF ,Quinine ,Quinine,Quinine,,,,,33607,18/8/2018,,,132,T38-QFD8 ,Quinine ,Quinine,Quinine,,,,,35479,15/8/2018,,,132,T39-SRZK ,Quinine ,Quinine,Quinine,,,,,33884,21/8/2018,,,132,T40-L25O ,Quinine ,Quinine,Quinine,,,,,32471,21/9/2018,
133,T21-LLX2 ,Quinine ,Quinine ,Quinine,,,,,35362,9/8/2018,,,133,T22-P5VI ,Quinine ,Quinine ,Quinine,,,,,35109,9/8/2018,,,133,T23-JW4G ,Quinine ,Quinine ,Quinine,,,,,32018,5/9/2018,,,133,T24-8B39 ,Quinine ,Quinine ,Quinine,,,,,31610,9/8/2018,,,133,T25-LH5H ,Quinine ,Quinine ,Quinine,,,,,36239,5/9/2018,,,133,T26-EKLO ,Quinine ,Quinine ,Quinine,,,,,35310,14/8/2018,,,133,T27-YIDQ ,Quinine ,Quinine ,Quinine,,,,,36327,4/9/2018,,,133,T28-4Q0W ,Quinine ,Quinine ,Quinine,,,,,29838,12/8/2018,,,133,T29-DJNO ,Quinine ,Quinine ,Quinine,,,,,31850,14/9/2018,,,133,T30-T6YZ ,Quinine ,Quinine,Quinine,,,,,33985,3/9/2018,,,133,T31-WCWR ,Quinine ,Quinine,Quinine,,,,,29403,31/8/2018,,,133,T32-95X8 ,Quinine ,Quinine ,Quinine,,,,,32773,4/9/2018,,,133,T33-6KC8 ,Quinine ,Quinine ,Quinine,,,,,32214,4/9/2018,,,133,T34-IS8G ,Quinine ,Quinine ,Quinine,,,,,33756,16/8/2018,,,133,T35-TC75 ,Quinine ,Quinine ,Quinine,,,,,35587,19/8/2018,,,133,T36-5MWM ,Quinine ,Quinine ,Quinine,,,,,33830,6/9/2018,,,133,T37-E9ZP ,Quinine ,Quinine,Quinine,,,,,34784,26/8/2018,,,133,T38-CVMN ,Quinine ,Quinine,Quinine,,,,,34575,4/9/2018,,,133,T39-T7WK ,Quinine ,Quinine,Quinine,,,,,30776,29/9/2018,,,133,T40-98CX ,Quinine ,Quinine,Quinine,,,,,33611,9/9/2018,
134,T21-VA4I ,Quinine ,Quinine ,Quinine,,,,,30142,18/9/2018,,,134,T22-AJZT ,Quinine ,Quinine ,Quinine,,,,,32107,28/8/2018,,,134,T23-KMH2 ,Quinine ,Quinine ,Quinine,,,,,30094,29/8/2018,,,134,T24-EAES ,Quinine ,Quinine ,Quinine,,,,,36024,22/8/2018,,,134,T25-WLKO ,Quinine ,Quinine ,Quinine,,,,,36232,5/9/2018,,,134,T26-PNKO ,Quinine ,Quinine ,Quinine,,,,,35320,14/8/2018,,,134,T27-L5IQ ,Quinine ,Quinine ,Quinine,,,,,30076,20/8/2018,,,134,T28-K0U2 ,Quinine ,Quinine ,Quinine,,,,,30480,12/8/2018,,,134,T29-Z80J ,Quinine ,Quinine ,Quinine,,,,,34014,20/8/2018,,,134,T30-PE7X ,Quinine ,Quinine,Quinine,,,,,33950,21/9/2018,,,134,T31-CUGV ,Quinine ,Quinine,Quinine,,,,,34029,20/9/2018,,,134,T32-S3R7 ,Quinine ,Quinine ,Quinine,,,,,35001,4/9/208,,,134,T33-VAKB ,Quinine ,Quinine ,Quinine,,,,,32201,4/9/2018,,,134,T34-ZYTO ,Quinine ,Quinine ,Quinine,,,,,33758,16/8/2018,,,134,T35-PJQ2 ,Quinine ,Quinine ,Quinine,,,,,36242,2/9/2018,,,134,T36-TCZA ,Quinine ,Quinine ,Quinine,,,,,32000,22/9/2018,,,134,T37-YPN4 ,Quinine ,Quinine,Quinine,,,,,33611,18/8/2018,,,134,T38-M7L8 ,Quinine ,Quinine,Quinine,,,,,35482,15/8/2018,,,134,T39-TIJ5 ,Quinine ,Quinine,Quinine,,,,,35298,13/9/2018,,,134,T40-K5KO ,Quinine ,Quinine,Quinine,,,,,34989,20/8/2018,
135,T21-0DKE ,Quinine ,Quinine ,Quinine,,,,,30138,18/9/2018,,,135,T22-67BS ,Quinine ,Quinine ,Quinine,,,,,32105,29/8/2018,,,135,T23-GMXA ,Quinine ,Quinine ,Quinine,,,,,35453,25/8/2018,,,135,T24-LHAO ,Quinine ,Quinine ,Quinine,,,,,32727,24/8/2018,,,135,T25-64QL ,Quinine ,Quinine ,Quinine,,,,,36222,5/9/2018,,,135,T26-YPVI ,Quinine ,Quinine ,Quinine,,,,,32524,3/9/2018,,,135,T27-G7WC ,Quinine ,Quinine ,Quinine,,,,,29738,20/8/2018,,,135,T28-V8CJ ,Quinine ,Quinine ,Quinine,,,,,31896,7/9/2018,,,135,T29-KGZP ,Quinine ,Quinine ,Quinine,,,,,31839,14/9/2018,,,135,T30-AEH7 ,Quinine ,Quinine,Quinine,,,,,35393,20/8/2018,,,135,T31-MIFF ,Quinine ,Quinine,Quinine,,,,,30329,20/8/2018,,,135,T32-UEDO ,Quinine ,Quinine ,Quinine,,,,,32774,4/9/2018,,,135,T33-I6LA ,Quinine ,Quinine ,Quinine,,,,,34948,12/8/2018,,,135,T34-55MB ,Quinine ,Quinine ,Quinine,,,,,34591,18/9/2018,,,135,T35-U93I ,Quinine ,Quinine ,Quinine,,,,,30252,19/8/2018,,,135,T36-UMKO ,Quinine ,Quinine ,Quinine,,,,,34791,18/8/2018,,,135,T37-3ON9 ,Quinine ,Quinine,Quinine,,,,,34787,26/8/2018,,,135,T38-1WF1 ,Quinine ,Quinine,Quinine,,,,,34567,4/9/2018,,,135,T39-6UKX ,Quinine ,Quinine,Quinine,,,,,33888,21/8/2018,,,135,T40-5EWC ,Quinine ,Quinine,Quinine,,,,,34952,20/8/2018,
136,T21-QPHL ,Quinine ,Quinine ,Quinine,,,,,30340,20/8/2018,,,136,T22-047M ,Quinine ,Lactose,Suspicious,D,,,,35155,11/9/2018,,,136,T23-D3DV ,Quinine ,Quinine ,Quinine,,,,,33624,29/8/2018,,,136,T24-NIXT ,Quinine ,Lactose,Suspicious,D,,,,35963,13/8/2018,,,136,T25-MA6X ,Quinine ,Quinine ,Quinine,,,,,36218,5/9/2018,,,136,T26-O0B0 ,Quinine ,Starch,Suspicious,D,,,Yes,32956,15/8/2018,,,136,T27-7R9H ,Quinine ,Quinine ,Quinine,,,,,35518,4/9/2018,,,136,T28-P4C7 ,Quinine ,Starch,Suspicious,D,,,Yes,30485,14/8/2018,,,136,T29-E2VJ ,Quinine ,Quinine ,Quinine,,,,,31851,14/9/2018,,,136,T30-QNT30 ,Quinine ,Starch,Suspicious,D,,,Yes,35332,20/8/2018,,,136,T31-X7T7 ,Quinine ,Cellulose,Suspicious,D,,,,31903,20/8/2018,,,136,T32-XQ4O ,Quinine ,Starch,Suspicious,D,,,Yes,34301,11/9/2018,,,136,T33-DEQK ,Quinine ,Quinine ,Quinine,,,,,32202,4/9/2018,,,136,T34-UX41 ,Quinine ,Lactose,Suspicious,D,,,,33801,16/8/2018,,,136,T35-N7T7 ,Quinine ,Starch,Suspicious,D,,,Yes,36252,2/9/2018,,,136,T36-V7LS ,Quinine ,Lactose,Suspicious,D,,,,34646,16/8/2018,,,136,T37-D8HD ,Quinine ,Starch,Suspicious,D,,,Yes,33603,18/8/2018,,,136,T38-FOQU ,Quinine ,Lactose,Suspicious,D,,,,35473,15/8/2018,,,136,T39-WKRG ,Quinine ,Lactose,Suspicious,D,,,,33885,21/8/2018,,,136,T40-RDV9 ,Quinine ,Paracetamol Starch,Suspicious,D,,,Yes,32489,21/9/2018,
137,T21-AM25 ,Quinine ,Starch,Suspicious,D,,,Yes,30350,23/8/2018,,,137,T22-5ZBA ,Quinine ,Lactose,Suspicious,D,,,,29406,13/8/2018,,,137,T23-YOL0 ,Quinine ,Starch,Suspicious,D,,,Yes,35454,26/8/2018,,,137,T24-WNNB ,Quinine ,Vitamin C,Suspicious,D,,,,36001,24/8/2018,,,137,T25-MGM1 ,Quinine ,Starch,Suspicious,D,,,Yes,36237,5/9/2018,,,137,T26-BGX3 ,Quinine ,Vitamin C,Suspicious,D,,,,32807,4/9/2018,,,137,T27-5X4L ,Quinine ,Lactose,Suspicious,D,,,,29739,20/8/2018,,,137,T28-E0CD ,Quinine ,Starch,Suspicious,D,,,Yes,32041,15/8/2018,,,137,T29-IB13 ,Quinine ,Starch,Suspicious,D,,,Yes,30566,14/9/2018,,,137,T30-535N ,Quinine ,Starch,Suspicious,D,,,Yes,35330,20/8/2018,,,137,T31-R62D ,Quinine ,Cellulose,Suspicious,D,,,,34036,20/9/2018,,,137,T32-9V1B ,Quinine ,Starch,Suspicious,D,,,Yes,32945,18/8/2018,,,137,T33-H7TX ,Quinine ,Lactose,Suspicious,D,,,,32213,4/9/2018,,,137,T34-1NUR ,Quinine ,Lactose,Suspicious,D,,,,34909,4/9/2018,,,137,T35-X68I ,Quinine ,Starch,Suspicious,D,,,Yes,36257,30/8/2018,,,137,T36-CINS ,Quinine ,Lactose,Suspicious,D,,,,32006,20/9/2018,,,137,T37-BR97 ,Quinine ,Starch,Suspicious,D,,,Yes,35746,13/9/2018,,,137,T38-1JT3 ,Quinine ,Lactose,Suspicious,D,,,,30307,25/9/2018,,,137,T39-2T3P ,Quinine ,Lactose,Suspicious,D,,,,33881,21/8/2018,,,137,T40-UB5Q ,Quinine ,Lactose,Suspicious,D,,,,33687,9/9/2018,
